title,author,binding,isbn,publisher,publication_date,categories,url,length,width,height,sales_price,stock_quantity
SUSPECTS,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Thrillers', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781984821676B/suspects,10.0,6.5,1.0,2.81,1000
"THE SWEET LIFE (CAPE COD CREAMERY, BK. 1)","Fisher, Suzanne Woods",Paperback,9780800000000.0,Revell,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800739478B/the-sweet-life-cape-cod-creamery-bk-1,8.48,5.55,1.03,1.5,7
THE SWEET MAGNOLIAS COLLECTION (WELCOME TO SERENITY/FEELS LIKE FAMILY/A SLICE OF HEAVEN/STEALING HOME),"Woods, Sherryl",Boxed Set,9780780000000.0,Mira Books,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780778386674B/the-sweet-magnolias-collection-welcome-to-ser,8.16,5.45,3.93,2.0,282
SWEET PEA SUMMER,"Murray, Alys",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538740453B/sweet-pea-summer,7.9,5.19,1.02,1.13,856
SWEET SUCCESS,"Mallery, Susan",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781668017456B/sweet-success,7.44,4.12,0.97,2.5,61
SWEETEN THE DEAL,"Shepard, Katie",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593549315B/sweeten-the-deal,7.97,5.15,0.87,3.0,1000
SWEETER THAN BIRDSONG,"Elliot, Rosslyn",Paperback,9781600000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781595547866B/sweeter-than-birdsong,8.4,5.46,1.2,1.37,4
THE SWEETEST REVENGE,"Dent, Lizzy",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Coming of Age']",https://www.bookdepot.com/Store/Details/9780593545478B/the-sweetest-revenge,7.9,5.09,0.92,3.0,158
THE SWEETHEART LIST (LARGE PRINT),"Shalvis, Jill",Paperback,9780060000000.0,HarperLuxe,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063322721B/the-sweetheart-list-large-print,9.04,5.98,1.06,3.56,41
"THE SWEETHEART LIST (SUNRISE COVE, BK. 4)","Shalvis, Jill",Hardcover,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063235700B/the-sweetheart-list-sunrise-cove-bk-4,9.27,6.25,1.16,4.0,29
THE SWEETHEART LIST,"Shalvis, Jill",Paperback,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063235694B/the-sweetheart-list,8.08,5.3,0.93,2.44,817
"SWEETWATER & THE WITCH (HARMONY, BK. 16)","Castle, Jayne",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Science Fiction', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440278B/sweetwater-the-witch-harmony-bk-16,6.75,4.27,1.24,1.69,121
"SWEETWATER AND THE WITCH (HARMONY, BK. 16)","Castle, Jayne",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440254B/sweetwater-and-the-witch-harmony-bk-16,9.33,6.3,1.14,2.81,50
THE SWINDLER'S DAUGHTER,"McGee, Stephenia H.",Paperback,9780800000000.0,Revell,,"['Fiction', 'Historical', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800740245B/the-swindlers-daughter,8.53,5.63,0.98,2.75,84
A TABLE FOR TWO,"Lister, Sheryl",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538755273B/a-table-for-two,8.0,5.25,0.94,1.38,1
TAILSPIN,"Brown, Sandra",Pocket Books,9781460000000.0,Vision,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Crime']",https://www.bookdepot.com/Store/Details/9781455572137B/tailspin,6.65,4.08,1.18,1.13,576
TAILSPIN,"Brown, Sandra",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Crime', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538736586B/tailspin,7.89,5.3,1.27,1.5,2
"TAKE TWO, BIRDIE MAXWELL","Scotch, Allison Winn",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593546550B/take-two-birdie-maxwell,7.97,5.17,0.81,2.25,1000
"TAKE THE LEAD (A DANCE OFF, BK. 1)","Daria, Alexis",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250817969B/take-the-lead-a-dance-off-bk-1,8.07,5.28,1.08,3.0,25
THE TAKEDOWN,"Walker, Carlie",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Action & Adventure']",https://www.bookdepot.com/Store/Details/9780593640395B/the-takedown,7.98,5.16,0.92,2.25,491
"TAKEN BY THE PRINCE (GOVERNESS BRIDES SERIES, BK. 10)","Dodd, Christina",Pocket Books,9780450000000.0,Signet Book,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780451413048B/taken-by-the-prince-governess-brides-series-b,6.72,4.06,1.22,1.12,15
THE TAKEOVER,"Tanamachi, Cara",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250842282B/the-takeover,8.21,5.37,0.92,3.0,1000
TAKING CHANCES,"McAdams, Molly",Paperback,9780060000000.0,Harper Collins,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062267689B/taking-chances,8.07,5.25,0.89,3.25,68
TARGETED,"Eason, Lynette",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Suspense', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800740283B/targeted,8.5,5.59,1.16,3.0,4
TATIANA AND ALEXANDER: A NOVEL,"Simons, Paullina",Paperback,9780060000000.0,Harper Collins,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780061987465B/tatiana-and-alexander-a-novel,8.07,5.26,1.49,3.5,17
"THE TEACHER'S BRIDE (AMISH BRIDES OF BIRCH CREEK, BK. 1)","Fuller, Kathleen",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780310355076B/the-teachers-bride-amish-brides-of-birch-cree,8.39,5.44,0.85,2.5,2
TECHNICALLY YOURS,"Williams, Denise",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593437216B/technically-yours,8.0,5.5,1.0,3.0,178
"A TEMPEST AT SEA (THE LADY SHERLOCK SERIES, BK. 7)","Thomas, Sherry",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593200605B/a-tempest-at-sea-the-lady-sherlock-series-bk,8.12,5.42,1.12,2.25,3
TEMPTATION'S DARLING,"Lindsey, Johanna",Pocket Books,9781980000000.0,Pocket Books,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781982110819B/temptations-darling,6.72,4.1,1.09,1.75,8
TEMPTING FATE,"Green, Jane",Pocket Books,9781250000000.0,St. Martin's Press,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'General']",https://www.bookdepot.com/Store/Details/9781250061294B/tempting-fate,6.77,4.16,1.06,1.37,4
A TEN BEACH ROAD CHRISTMAS (TEN BEACH ROAD SERIES),"Wax, Wendy",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9780593199824B/a-ten-beach-road-christmas-ten-beach-road-ser,6.72,4.12,0.86,1.5,7
TENDER TRIUMPH,"McNaught, Judith",Pocket Books,9780670000000.0,Pocket Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780671742560B/tender-triumph,6.69,4.12,1.08,2.75,11
THE TESTIMONY OF ALYS TWIST,"Dunn, Suzannah",Hardcover,9781410000000.0,Little Brown and Company,,"['Fiction', 'Romance', 'Fiction', 'Biographical', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781408707203B/the-testimony-of-alys-twist,9.51,6.36,1.24,1.5,8
"TEXAS FREE (THE TYLERS OF TEXAS, BK. 5)","Dailey, Janet",Hardcover,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9781496709585B/texas-free-the-tylers-of-texas-bk-5,9.29,5.94,1.08,1.75,27
TEXT FOR YOU,"Cramer, Sofie",Paperback,9780140000000.0,Penguin Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780143136903B/text-for-you,8.19,5.49,0.77,2.12,14
THANK YOU FOR SHARING,"Katz, Rachel Runya",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250888297B/thank-you-for-sharing,8.25,5.37,0.93,2.25,56
"THANK YOU, NEXT","Christopher, Andie J.",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593200063B/thank-you-next,7.96,5.52,0.86,2.75,42
THANKSGIVING,"Evanovich, Janet",Pocket Books,9780060000000.0,Harper Collins,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780060598808B/thanksgiving,6.73,3.9,0.81,2.25,19
THAT SUMMER IN BERLIN,"Cornwall, Lecia",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593197943B/that-summer-in-berlin,7.97,5.17,1.12,2.25,427
A THEATER FOR DREAMERS,"Samson, Polly",Paperback,9781640000000.0,Algonquin Books,,"['Fiction', 'Romance', 'Fiction', 'Coming of Age']",https://www.bookdepot.com/Store/Details/9781643752594B/a-theater-for-dreamers,8.29,5.49,0.9,2.25,43
THEATRE OF MARVELS,"Dillsworth, Lianne",Hardcover,9780360000000.0,HarperCollins Publisher,,"['Fiction', 'African American', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780358627913B/theatre-of-marvels,9.18,6.21,1.22,2.81,10
A THEATRE FOR DREAMERS,"Samson, Polly",Paperback,9781440000000.0,HarperCollins Publishers,,"['Fiction', 'Coming of Age', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781443463485B/a-theatre-for-dreamers,9.01,6.04,1.11,1.5,72
"THEN CAME YOU (ANIMAL MAGNETISM, BK. 5)","Shalvis, Jill",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593546192B/then-came-you-animal-magnetism-bk-5,8.21,5.47,0.97,1.0,120
THERE IS A LIGHT THAT NEVER GOES OUT,"Barnett, David M.",Paperback,9781400000000.0,Orion Publishing,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781398711297B/there-is-a-light-that-never-goes-out,7.76,5.06,1.11,2.25,37
THERE SHOULD HAVE BEEN EIGHT,"Singh, Nalini",Paperback,9781400000000.0,Gollancz,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781399611558B/there-should-have-been-eight,9.17,6.01,1.24,4.0,29
THICK AS THIEVES,"Brown, Sandra",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538751923B/thick-as-thieves,8.07,5.29,1.16,3.0,10
THINK OF ME,"Liardet, Frances",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780593191156B/think-of-me,8.18,5.45,0.96,1.5,60
"THE THIRD CIRCLE (ARANE SOCIETY, BK. 4)","Quick, Amanda",Paperback,9780520000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780515146035B/the-third-circle-arane-society-bk-4,7.28,3.91,1.01,1.0,44
THIS BIRD HAS FLOWN,"Hoffs, Susanna",Paperback,9780320000000.0,Back Bay Books,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780316409414B/this-bird-has-flown,8.23,5.49,1.16,3.25,1000
THIS BIRD HAS FLOWN,"Hoffs, Susanna",Paperback,9780350000000.0,Piatkus Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780349437187B/this-bird-has-flown,7.77,4.98,1.03,2.25,1
THIS BIRD HAS FLOWN,"Hoffs, Susanna",Hardcover,9780320000000.0,Little Brown and Company,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780316409315B/this-bird-has-flown,9.51,6.24,1.32,1.88,1000
THIS BIRD HAS FLOWN,"Hoffs, Susanna",Paperback,9780320000000.0,"Little, Brown Book Group",,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780316561129B/this-bird-has-flown,9.14,5.94,1.13,1.5,180
"THIS CALDER RANGE (CALDER SAGA, BK. 1)","Dailey, Janet",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781668026595B/this-calder-range-calder-saga-bk-1,7.45,4.1,1.14,1.88,1000
THIS COULD BE US,"Ryan, Kennedy",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538706824B/this-could-be-us,8.03,5.51,1.28,3.0,366
THIS COULD CHANGE EVERYTHING,"Mansell, Jill",Paperback,9781490000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781492664222B/this-could-change-everything,8.14,5.49,1.08,2.06,3
THIS COWBOY OF MINE,"Ryan, R. C.",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9781538716885B/this-cowboy-of-mine,6.74,4.14,1.18,1.0,888
"THIS PASSING HOUR (AMISH MEMORIES, BK. 2)","Gould, Leslie",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780764240256B/this-passing-hour-amish-memories-bk-2,8.5,5.53,1.27,3.0,23
THIS TIME NEXT YEAR,"Cousens, Sophie",Paperback,9780590000000.0,Putnam Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593191200B/this-time-next-year,8.17,5.48,0.9,2.75,6
THOSE WHO ARE SAVED,"Landau, Alexis",Hardcover,9780590000000.0,Putnam Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593190531B/those-who-are-saved,9.28,6.24,1.51,2.63,37
"THREADS OF HOPE (PLAIN PATTERNS, BK. 3)","Gould, Leslie",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780764235245B/threads-of-hope-plain-patterns-bk-3,8.5,5.53,1.04,2.75,45
THREE HOLIDAYS AND A WEDDING,"Jalaluddin, Uzma",Paperback,9780590000000.0,G. P. Putnam's Sons,,"['Fiction', 'Romance', 'Fiction', 'Holidays', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780593543917B/three-holidays-and-a-wedding,7.84,5.19,0.91,1.5,815
THE THREE LIVES OF ALIX ST. PIERRE,"Lester, Natasha",Paperback,9781540000000.0,Forever,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'War & Military']",https://www.bookdepot.com/Store/Details/9781538742631B/the-three-lives-of-alix-st-pierre,8.98,6.02,1.23,2.13,9
THE THREE LIVES OF ALIX ST. PIERRE,"Lester, Natasha",Paperback,9781540000000.0,Forever,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'War & Military']",https://www.bookdepot.com/Store/Details/9781538706923B/the-three-lives-of-alix-st-pierre,7.94,5.25,1.36,3.0,236
THE THREE LIVES OF ALIX ST. PIERRE,"Lester, Natasha",Hardcover,9781540000000.0,Forever,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'War & Military']",https://www.bookdepot.com/Store/Details/9781538706930B/the-three-lives-of-alix-st-pierre,9.27,6.16,1.63,1.88,706
THREE TIMES YOU,"Moccia, Federico",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Family Life', 'Fiction', 'Sagas', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538732830B/three-times-you,7.99,5.22,1.06,2.44,7
THE THREE OF US,"Domingo, Sareeta",Paperback,9780350000000.0,Piatkus Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780349432151B/the-three-of-us,7.81,4.99,1.1,2.25,5
"THROUGH YOU (THE HIDALGO BROTHERS, BK. 2)","Godoy, Ariana",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Literary', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781990778445B/through-you-the-hidalgo-brothers-bk-2,8.26,5.26,0.99,1.5,1000
THUNDER OVER LOLO PASS,"West, Charles G.",Pocket Books,9780450000000.0,Berkley Publishing Group,,"['Fiction', 'Historical', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780451232953B/thunder-over-lolo-pass,6.73,4.17,0.84,2.0,10
TIDINGS OF JOY (CHRISTMAS IN EVERGREEN),"Naigle, Nancy",Paperback,9781950000000.0,Hallmark Books,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781952210013B/tidings-of-joy-christmas-in-evergreen,8.0,5.02,0.97,2.25,107
TILL THERE WAS YOU,"Hameroff, Lindsay",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250902917B/till-there-was-you,5.37,8.25,0.8,3.0,1000
"A TIME TO BLOOM (LEAH'S GARDEN, BK. 2)","Snelling, Lauraine",Hardcover,9780760000000.0,Bethany House,,"['Fiction', 'Religious', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764235733B/a-time-to-bloom-leahs-garden-bk-2,8.74,5.72,1.3,3.25,2
A TIMELESS CHRISTMAS: AN ENCHANTING TIME TRAVEL ROMANCE,"Stanton, Alexis",Paperback,9781950000000.0,Hallmark Publishing,,"['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781947892354B/a-timeless-christmas-an-enchanting-time-trave,7.99,5.1,0.82,2.75,8
TINY IMPERFECTIONS,"Frank, Alli",Paperback,9780590000000.0,Putnam Publishing Group,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593085028B/tiny-imperfections,8.24,5.48,0.89,1.87,43
TO CATCH A RAVEN (WOMEN WHO DARE),"Jenkins, Beverly",Hardcover,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063243224B/to-catch-a-raven-women-who-dare,9.24,6.22,1.12,2.87,16
"TO CATCH A RAVEN (WOMEN WHO DARE, BK. 3)","Jenkins, Beverly",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062861740B/to-catch-a-raven-women-who-dare-bk-3,6.59,4.09,1.06,2.5,190
"TO FREE THE STARS (JACK AND IVY, BK. 2)","Ciesielski, J'nell",Paperback,9780790000000.0,Thomas Nelson,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785248484B/to-free-the-stars-jack-and-ivy-bk-2,8.4,5.48,1.14,3.0,50
TO HAVE AND TO HEIST,"Desai, Sara",Paperback,9780590000000.0,Berkley Hills Books,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593548509B/to-have-and-to-heist,7.95,5.15,0.93,3.0,269
TO HAVE AND TO HOLD: THREE AUTUMN LOVE STORIES (A YEAR OF WEDDINGS NOVELLA),"Ganshert, Katie",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Romance', 'Fiction', 'Anthologies (multiple authors)', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780310395935B/to-have-and-to-hold-three-autumn-love-stories,8.35,5.37,0.97,2.0,72
TO SWOON AND TO SPAR,"Waters, Martha",Paperback,9781670000000.0,Atria Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781668007907B/to-swoon-and-to-spar,8.23,5.37,1.0,3.0,427
"TO WED A WILD LORD (THE HELLIONS OF HALSTEAD HALL, BK. 4)","Jeffries, Sabrina",Pocket Books,9781670000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781668019474B/to-wed-a-wild-lord-the-hellions-of-halstead-h,7.21,4.0,0.98,2.5,11
"TO WED AN HEIRESS (ALL FOR LOVE TRILOGY, BK. 2)","Ranney, Karen",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062841063B/to-wed-an-heiress-all-for-love-trilogy-bk-2,6.61,4.1,1.32,1.37,31
